timestamp,open,high,low,close,volume,sma20,std20,upper_band,lower_band,rsi14,high_3h,low_3h,atr20,atr20_median_all,atr20_roll_med180
2026-05-30 01:00:00,74054.4,74335.0,73916.0,73978.5,544.38171251,73566.14,259.81625569007855,74085.77251138016,73046.50748861984,62.77712509948088,74195.6,72508.0,427.04285714285754,254.79500000000007,369.94285714285536
2026-05-30 02:00:00,73982.5,74068.9,73190.0,73373.4,415.59890171,73561.515,262.5039433483669,74086.52288669674,73036.50711330326,47.91126571062903,74335.0,73009.5,468.4500000000002,254.80464285714322,371.3392857142852
2026-05-30 03:00:00,73373.5,73729.9,73243.2,73521.2,147.22368363,73556.485,262.25169561394364,74080.98839122789,73031.98160877211,46.985738619284604,74335.0,73190.0,486.24285714285674,254.81428571428634,372.23571428571506
2026-05-30 04:00:00,73520.5,73758.2,73510.6,73673.7,64.61642175,73554.17000000001,260.9333552436401,74076.0367104873,73032.30328951273,48.14270312653147,74335.0,73190.0,482.6428571428561,254.82571428571362,373.16071428571536
2026-05-30 05:00:00,73673.7,73857.6,73409.4,73417.1,81.21133379,73545.56999999999,262.5509456021742,74070.67189120434,73020.46810879564,48.21673974216348,74068.9,73190.0,482.5928571428573,254.83714285714086,374.0178571428561
2026-05-30 06:00:00,73417.2,73574.7,73380.1,73483.5,73.33543842,73558.62999999999,251.90483809893843,74062.43967619787,73054.82032380211,47.15153943765436,73857.6,73243.2,474.49285714285674,254.84714285714188,374.2999999999987
2026-05-30 07:00:00,73483.6,73513.2,73313.6,73468.4,73.56471097,73566.84,245.7773540695812,74058.39470813915,73075.28529186084,45.37404266958418,73857.6,73380.1,470.057142857142,254.85714285714286,374.6178571428567
2026-05-30 08:00:00,73468.5,73580.1,73409.9,73502.3,67.85206049,73566.92,245.75495194405184,74058.4299038881,73075.4100961119,47.74935971652105,73857.6,73313.6,470.7857142857143,254.85714285714286,375.2321428571418
2026-05-30 09:00:00,73502.3,73666.6,73466.8,73660.3,39.69332468,73564.85,244.73217473881752,74054.31434947765,73075.38565052237,53.115602489684505,73580.1,73313.6,459.6857142857147,254.85714285714286,375.78928571428645
2026-05-30 10:00:00,73660.4,73790.0,73610.4,73788.7,412.25663373,73564.915,244.79455889156827,74054.50411778313,73075.32588221686,58.724557088368385,73666.6,73313.6,452.5500000000008,254.85714285714286,377.582142857144
2026-05-30 11:00:00,73788.8,73800.0,73509.9,73510.5,713.78194635,73564.135,244.94955068076118,74054.03410136151,73074.23589863848,56.21566285616791,73790.0,73409.9,441.5428571428586,254.85714285714286,379.4428571428574
2026-05-30 12:00:00,73510.5,73565.8,73339.7,73421.9,300.98716375,73552.525,245.9617660912035,74044.4485321824,73060.60146781759,55.527841445328264,73800.0,73466.8,407.7928571428586,254.87964285714264,379.73214285714334
